solidity,perimeter,equivalent_diameter,eccentricity,bbox_area,area,extent,major_axis_length,min_axis_length,min_major_axis_ratio,convex_area,type,chromosome_num
0.904591532,210.2497834,43.94888382,0.974783763,4615,1517,0.328710726,94.65345446,21.12206538,0.223151553,1372,0,1
0.885598142,194.6518036,44.06461512,0.957424557,3519,1525,0.43336175,83.05590622,23.97687741,0.288683593,1351,0,1
0.658703072,244.1665222,44.33826628,0.936934619,3440,1544,0.448837209,96.83205741,33.84325697,0.349504677,1017,0,1
0.822778073,218.4507935,44.36697348,0.975871364,4455,1546,0.347025814,99.05969407,21.62931163,0.218346239,1272,0,1
0.846743295,187.1959595,44.38132012,0.90762022,3000,1547,0.515666667,72.96498772,30.63013667,0.419792254,1310,0,1
0.879251701,194.6518036,44.43866035,0.931730465,2691,1551,0.576365663,75.70436275,27.49208296,0.363150576,1364,0,1
0.908240795,199.0365799,44.48161702,0.953132044,3894,1554,0.399075501,82.77385494,25.04361337,0.302554634,1411,0,1
0.874090655,192.6518036,44.59596584,0.95425424,3479,1562,0.448979592,83.98747757,25.11195321,0.298996397,1365,0,1
0.812143228,233.8650071,44.63877112,0.984223506,4557,1565,0.343427694,110.9354317,19.62776395,0.176929622,1271,0,1
0.90851187,213.1787156,44.69578107,0.972812061,4650,1569,0.337419355,94.10186248,21.79361242,0.231595973,1425,0,1
0.83060686,227.5218613,44.76694141,0.972400875,4032,1574,0.390376984,96.48289727,22.51104158,0.233316393,1307,0,1
0.852591793,200.0660172,44.83798882,0.948053479,3212,1579,0.491594022,82.12575524,26.12510506,0.318110987,1346,0,1
0.882747069,214.8355698,44.86637628,0.970070135,4575,1581,0.34557377,93.05833996,22.59688247,0.242824904,1396,0,1
0.896375991,194.7106781,44.89474579,0.95290965,1976,1583,0.80111336,83.67205691,25.37391489,0.303254346,1419,0,1
0.859231186,204.5512986,44.9514311,0.959181885,3990,1587,0.397744361,87.9388689,24.86822136,0.282789871,1364,0,1
0.872737246,197.4386002,45.00804501,0.946722454,2325,1591,0.684301075,81.9847399,26.40323536,0.322050608,1389,0,1
0.722650931,234.6518036,45.02218737,0.962275053,4480,1592,0.355357143,100.8403007,27.43648004,0.272078523,1150,0,1
0.875479978,214.1076477,45.07871242,0.947522061,3828,1596,0.4169279,82.30786703,26.31303392,0.319690388,1397,0,1
0.861810391,201.137085,45.26193133,0.96087621,3888,1609,0.413837449,89.27623605,24.72756878,0.276978173,1387,0,1
0.852224576,233.8233765,45.26193133,0.976004268,3731,1609,0.431251675,99.07237362,21.5731472,0.217751391,1371,0,1
0.795778105,230.4507935,45.43040064,0.976832247,4488,1621,0.361185383,103.0297925,22.04904023,0.214006451,1290,0,1
0.791059281,222.8944443,45.52838652,0.87695539,2814,1628,0.578535892,73.17645079,35.16653788,0.480571789,1288,0,1
0.699486301,235.8650071,45.61220688,0.910221233,3612,1634,0.452380952,87.96401938,36.42786492,0.414122333,1143,0,1
0.88368336,207.8233765,45.70980303,0.959600755,3572,1641,0.459406495,88.02587238,24.76741964,0.281365228,1450,0,1
0.606273063,321.5634919,45.73764939,0.992984251,8662,1643,0.189679058,157.239819,18.59308639,0.118246679,996,0,1
0.845482546,212.7523087,45.79329132,0.932999028,3003,1647,0.548451548,81.52096499,29.33767421,0.359878888,1393,0,1
0.817866005,222.3086579,45.80719124,0.969990316,3870,1648,0.425839793,97.78730684,23.77635315,0.243143552,1348,0,1
0.900655022,199.3797257,45.83497844,0.952270467,3960,1650,0.416666667,84.76284073,25.87432858,0.305255562,1486,0,1
0.831319235,251.3797257,45.84886573,0.977409222,3610,1651,0.45734072,103.5643337,21.88890744,0.211355654,1373,0,1
0.893857759,199.4386002,45.95981293,0.953670495,2418,1659,0.686104218,85.58399422,25.74820997,0.3008531,1483,0,1
0.775974026,211.9238816,46.15332879,0.913855212,2920,1673,0.572945205,80.85388716,32.82992923,0.406040209,1298,0,1
0.896221394,206.9360749,46.30480961,0.965068035,4350,1684,0.387126437,92.59006916,24.25854309,0.261999406,1509,0,1
0.879832811,197.7228714,46.30480961,0.942178497,3744,1684,0.449786325,82.66736495,27.70277999,0.335111443,1482,0,1
0.816473988,220.7939392,46.4557965,0.952104196,3978,1695,0.426093514,90.97918067,27.81904742,0.305773774,1384,0,1
0.895877378,215.1787156,46.4557965,0.962950203,4620,1695,0.366883117,91.25388889,24.60928172,0.269679265,1519,0,1
0.797932331,212.8944443,46.49688965,0.942568386,2886,1698,0.588357588,86.460325,28.87889244,0.33401323,1355,0,1
0.911969941,212.9655121,46.5105793,0.963140788,4000,1699,0.42475,90.7746344,24.41817793,0.268997811,1549,0,1
0.783808648,224.5512986,46.57896719,0.957103552,3772,1704,0.451749735,93.45752851,27.07895264,0.289746081,1336,0,1
0.840315426,217.8650071,46.59263272,0.965420517,4623,1705,0.368808133,95.24876632,24.83112233,0.260697574,1433,0,1
0.892764185,243.0782105,46.72906825,0.969383181,5032,1715,0.34081876,96.68118959,23.74035075,0.245552944,1531,0,1
0.879548949,232.1492783,46.7426899,0.979648535,5624,1716,0.30512091,107.0972077,21.49661284,0.200720573,1509,0,1
0.887171561,237.137085,46.82433658,0.968994962,3382,1722,0.509166174,96.08740149,23.74132146,0.247080482,1528,0,1
0.908476339,206.7523087,47.16300971,0.957709756,3198,1747,0.546278924,89.05384491,25.62399978,0.28773603,1587,0,1
0.816783217,242.3086579,47.23045291,0.98069542,4606,1752,0.380373426,111.3621854,21.77593294,0.195541537,1431,0,1
0.828558008,246.4091629,47.39192502,0.983014558,4455,1764,0.395959596,115.6252806,21.22042979,0.183527596,1462,0,1
0.852870236,259.137085,47.44562693,0.977144613,2850,1768,0.620350877,105.4567393,22.41753456,0.212575647,1508,0,1
0.77157803,324.4751801,47.47245511,0.995646474,10332,1770,0.171312427,163.9807451,15.28464103,0.093209974,1366,0,1
0.912531969,218.8528137,47.6598295,0.960860113,2464,1784,0.724025974,92.00032502,25.48721911,0.277034012,1628,0,1
0.776389487,213.9655121,47.89966242,0.903662865,3040,1802,0.592763158,82.17825679,35.19239366,0.428244587,1399,0,1
0.8,259.7228714,47.92623643,0.979146044,2781,1804,0.648687522,114.1524269,23.19093718,0.203157636,1443,0,1
0.883040936,224.1665222,48.03238548,0.965277282,2958,1812,0.612576065,95.49413196,24.94568626,0.261227426,1600,0,1
0.86749285,228.8528137,48.13830046,0.969424975,2632,1820,0.691489362,99.77482635,24.48353444,0.245387893,1579,0,1
0.73245614,235.0721138,48.36259964,0.853092084,3724,1837,0.493286788,80.7383451,42.12606982,0.521760382,1346,0,1
0.820489978,249.119841,48.42837228,0.979725642,6241,1842,0.295145009,114.5276919,22.94492117,0.200343871,1511,0,1
0.764193949,254.391919,48.45465633,0.981061128,6408,1844,0.287765293,118.1929247,22.89377807,0.19369838,1409,0,1
0.885002396,210.8944443,48.49405571,0.935799747,4189,1847,0.440916687,83.86834188,29.56627697,0.352532032,1635,0,1
0.8004329,262.492424,48.52030419,0.979133828,5880,1849,0.314455782,114.969581,23.3637162,0.203216503,1480,0,1
0.916378031,224.0243866,48.5596503,0.97020401,2760,1852,0.671014493,99.75304478,24.16911062,0.242289453,1697,0,1
0.860788863,241.6639969,48.59896455,0.979000151,5852,1855,0.316985646,111.1326809,22.65545517,0.203859522,1597,0,1
0.677607586,256.0071427,48.63824703,0.962557451,5310,1858,0.349905838,111.1492578,30.13009229,0.271077764,1259,0,1
0.907669761,231.764502,48.63824703,0.970364229,5148,1858,0.360916861,100.3735002,24.25495334,0.241646981,1686,0,1
0.892462794,208.1665222,48.65133414,0.937437147,3700,1859,0.502432432,84.52136596,29.4264986,0.348154556,1659,0,1
0.769325658,252.5512986,48.80810576,0.980735445,4343,1871,0.430808197,118.839759,23.21424078,0.195340692,1439,0,1
0.746215139,256.9777054,48.83418544,0.977285173,6045,1873,0.309842845,119.275535,25.27788553,0.211928503,1398,0,1
0.847992783,225.8528137,48.92535482,0.958056006,2523,1880,0.745144669,95.71003783,27.4286817,0.286581035,1594,0,1
0.805305948,242.6934342,48.95137203,0.969807443,5074,1882,0.370910524,106.2068316,25.90086621,0.243871941,1516,0,1
0.804524114,220.6518036,48.99037193,0.919096051,4154,1885,0.45377949,82.17648267,32.38029232,0.394033564,1517,0,1
0.791475136,343.7888886,49.10718581,0.995919178,11610,1894,0.163135228,171.5124303,15.47892835,0.090249601,1499,0,1
0.870863971,246.509668,49.12014798,0.977996536,3060,1895,0.619281046,109.7253848,22.89103358,0.208621128,1650,0,1
0.741682975,273.2375901,49.12014798,0.974986693,3366,1895,0.562982769,114.8000621,25.51583401,0.222263242,1405,0,1
0.854700855,256.492424,49.18490759,0.984607121,6256,1900,0.30370844,121.2175331,21.18666735,0.174782202,1624,0,1
0.827751196,252.8772004,49.22372247,0.981508546,6557,1903,0.290224188,117.8610102,22.56075659,0.19141832,1575,0,1
0.764305722,255.4802307,49.3141717,0.975049118,3100,1910,0.616129032,113.8338238,25.26988281,0.221989229,1460,0,1
0.877813505,255.0954544,49.32707948,0.984379075,3675,1911,0.52,120.4867203,21.21313632,0.176062028,1678,0,1
0.761584158,236.1076477,49.4817102,0.935657038,4592,1923,0.418771777,95.56216775,33.72490413,0.352910623,1465,0,1
0.827600849,265.3208512,49.81509684,0.982674284,6499,1949,0.299892291,122.120715,22.63396431,0.185340909,1613,0,1
0.888080073,228.1787156,49.85342106,0.953339718,4745,1952,0.4113804,93.27868657,28.16080038,0.301899624,1734,0,1
0.756286267,270.7939392,49.89171584,0.981029955,5150,1955,0.37961165,121.1274677,23.48131078,0.193856201,1479,0,1
0.715016441,252.1076477,49.91722938,0.959056196,4836,1957,0.404673284,108.5443767,30.7414871,0.283215843,1399,0,1
0.69754186,268.2497834,49.92998126,0.966218559,6512,1958,0.300675676,117.4444669,30.26826606,0.25772407,1366,0,1
0.895338208,240.1492783,49.94272988,0.972791382,5695,1959,0.343985953,105.8553163,24.52485778,0.231682816,1754,0,1
0.796995534,246.3502884,49.99369187,0.969698486,5478,1963,0.358342461,108.1658628,26.42544208,0.244304824,1565,0,1
0.901556777,220.1665222,50.07003758,0.960114898,3612,1969,0.545127353,96.14496963,26.88268766,0.279605764,1775,0,1
0.891500904,234.2497834,50.10816682,0.967893488,5166,1972,0.381726674,101.823125,25.59433082,0.251360689,1758,0,1
0.766975309,274.391919,50.31103472,0.980277704,5775,1988,0.344242424,123.1894336,24.34530625,0.197624955,1525,0,1
0.650570962,276.6934342,50.38689961,0.88295227,5168,1994,0.385835913,95.42908641,44.80040292,0.469462767,1297,0,1
0.724137931,267.9655121,50.39953265,0.966476242,3333,1995,0.598559856,116.4816618,29.9073723,0.256756058,1445,0,1
0.608787879,297.9066376,50.57606396,0.922947973,5848,2009,0.343536252,112.5328157,43.31666247,0.384924719,1223,0,1
0.598460172,280.0660172,50.72688754,0.935485135,5644,2021,0.358079376,115.4097854,40.78189942,0.353366045,1209,0,1
0.84956122,274.8772004,50.87726402,0.984909811,7300,2033,0.278493151,126.7667836,21.93932203,0.173068381,1727,0,1
0.859797297,235.4386002,50.91478875,0.964418551,2883,2036,0.70620881,103.4394523,27.3473368,0.264380139,1751,0,1
0.839917695,278.8355698,50.97726857,0.974549301,4656,2041,0.438359107,110.3045384,24.72733026,0.224173281,1714,0,1
0.701334246,279.2203461,51.0895397,0.978202283,7100,2050,0.288732394,129.1186681,26.81204187,0.207654263,1438,0,1
0.882302405,269.4213562,51.13935886,0.983856395,6283,2054,0.326913895,122.9008511,21.9943062,0.178959755,1812,0,1
0.798058252,250.7939392,51.15180607,0.865402692,3600,2055,0.570833333,81.74656268,40.9613241,0.501077021,1640,0,1
0.71408792,321.0782105,51.25127492,0.982782332,4524,2063,0.456012378,132.5786694,24.49617875,0.184767119,1473,0,1
0.650753769,273.8650071,51.36294712,0.953535881,4700,2072,0.440851064,117.019213,35.25548727,0.301279477,1348,0,1
0.653533458,277.4802307,51.58556628,0.751235186,4810,2090,0.434511435,84.84211997,55.99873614,0.660034617,1366,0,1
0.776379119,284.1076477,51.67188138,0.985210164,5104,2097,0.410854232,132.844573,22.76296027,0.171350321,1628,0,1
0.910195228,245.3380951,51.68420034,0.972464967,4059,2098,0.516876078,108.1796292,25.21116636,0.233049111,1910,0,1
0.797343454,288.7523087,51.72113962,0.988258093,3538,2101,0.593838327,138.9003177,21.22310531,0.152793785,1675,0,1
0.787186212,266.3086579,51.72113962,0.978505931,3410,2101,0.616129032,121.6853699,25.09379631,0.20621868,1654,0,1
0.815113157,257.0365799,52.01570948,0.963976711,4224,2125,0.503077652,105.2744855,28.00160818,0.265986654,1732,0,1
0.871311475,248.7350647,52.02794703,0.973045739,6237,2126,0.340869008,110.4333043,25.46726813,0.230612208,1852,0,1
0.714573539,272.0071427,52.0524135,0.80512093,4028,2128,0.528301887,83.82141849,49.71537921,0.593110688,1521,0,1
0.889027952,248.4091629,52.08909166,0.968465132,3298,2131,0.646149181,106.1247686,26.4408935,0.249149127,1895,0,1
0.714238079,278.1076477,52.22335785,0.971162688,4510,2142,0.474944568,123.4169587,29.42479627,0.238417772,1530,0,1
0.842745098,254.2081528,52.30862053,0.970468483,4512,2149,0.476285461,111.5069904,26.8986026,0.241227949,1811,0,1
0.722203561,272.5512986,52.32078957,0.967798487,4360,2150,0.493119266,122.5238306,30.84246021,0.251726216,1553,0,1
0.801043219,288.1909089,52.32078957,0.987528814,7920,2150,0.271464646,138.7100749,21.83828829,0.157438371,1722,0,1
0.761854211,292.5929291,52.35727972,0.983113091,5280,2153,0.407765152,133.0912027,24.35556305,0.182999045,1640,0,1
0.865438526,252.492424,52.45446269,0.961269403,5628,2161,0.383972992,102.8307068,28.34121997,0.275610475,1870,0,1
0.659957304,270.7228714,52.49085992,0.923366436,4984,2164,0.434189406,106.4415116,40.86500544,0.383919815,1428,0,1
0.851473477,289.0365799,52.52723192,0.978553938,3850,2167,0.562857143,118.6013001,24.43077139,0.205990755,1845,0,1
0.79083303,271.2203461,52.61200215,0.976187377,7298,2174,0.297889833,120.6512937,26.17276824,0.216929031,1719,0,1
0.83640553,275.9482682,52.66038101,0.982526955,7544,2178,0.288706257,126.6802694,23.57777556,0.186120346,1822,0,1
0.89266694,249.1959595,52.67246879,0.975353998,3120,2179,0.698397436,114.3337168,25.22725691,0.220645822,1945,0,1
0.8736,280.4091629,52.73286609,0.983610301,3276,2184,0.666666667,127.1485097,22.92582316,0.180307447,1908,0,1
0.877354709,273.3797257,52.79319429,0.980052873,4212,2189,0.519705603,121.6758549,24.1814853,0.198736925,1921,0,1
0.840690979,264.5512986,52.80525166,0.977024826,4944,2190,0.442961165,118.686263,25.29507235,0.213125527,1841,0,1
0.626248217,302.2497834,52.86549726,0.974581458,6069,2195,0.361674081,139.501297,31.25295528,0.224033439,1375,0,1
0.860374415,264.5512986,52.99779652,0.977357312,4095,2206,0.538705739,118.2047859,25.01160867,0.211595567,1898,0,1
0.846801992,271.3208512,53.05782349,0.975237088,6853,2211,0.322632424,116.6735232,25.80374761,0.221161982,1872,0,1
0.706687898,295.4213562,53.15372564,0.979432839,6930,2219,0.32020202,133.4484721,26.9259579,0.201770447,1568,0,1
0.672661871,285.5634919,53.45231088,0.945521801,4680,2244,0.479487179,115.6942482,37.66527917,0.325558788,1509,0,1
0.842144732,263.6518036,53.47612568,0.972379144,3120,2246,0.719871795,116.2433747,27.13201036,0.23340694,1891,0,1
0.722740431,276.6934342,53.4880291,0.964411415,5922,2247,0.379432624,118.1580781,31.24172476,0.264406169,1624,0,1
0.859816654,294.3330445,53.53561632,0.986508709,8742,2251,0.257492565,136.9983489,22.42783397,0.16370879,1935,0,1
0.750583528,318.3330445,53.53561632,0.987562325,9701,2251,0.232037934,150.7106977,23.6959465,0.157228033,1690,0,1
0.81824791,272.9360749,53.53561632,0.978013234,5243,2251,0.429334351,124.1737018,25.89553584,0.208542835,1842,0,1
0.701399689,322.8772004,53.58316129,0.988898659,8250,2255,0.273333333,152.6453719,22.68180886,0.148591527,1582,0,1
0.849191425,271.3624817,53.61879234,0.978658696,7396,2258,0.305300162,123.6054414,25.3999882,0.205492476,1917,0,1
0.731809401,297.4629868,53.79659362,0.982032254,8100,2273,0.280617284,137.5715348,25.9615575,0.188713149,1663,0,1
0.794898672,300.5340546,53.82025608,0.98702887,8362,2275,0.272064099,143.6261387,23.05815126,0.160542861,1808,0,1
0.880464217,263.4213562,53.83208341,0.976594098,5814,2276,0.391468868,118.7505336,25.5421241,0.215090605,2004,0,1
0.608452951,306.492424,53.98560288,0.954315785,7520,2289,0.304388298,130.9027176,39.11371955,0.298799905,1393,0,1
0.839750642,273.7228714,53.99739399,0.979221838,4070,2290,0.562653563,123.5304537,25.05098659,0.20279199,1923,0,1
0.800488315,298.7289681,54.05631097,0.986366609,5760,2295,0.3984375,138.9653942,22.86853357,0.164562794,1837,0,1
0.916205534,234.5929291,54.3265061,0.943869216,5390,2318,0.430055659,96.16080916,31.76378047,0.330319397,2124,0,1
0.792600136,309.3624817,54.52535499,0.988226452,8816,2335,0.264859347,147.2743284,22.53272202,0.152998301,1851,0,1
0.856206771,281.8650071,54.72348133,0.980077086,5106,2352,0.460634548,126.9539171,25.21526778,0.198617485,2014,0,1
0.634527336,317.8061325,54.76999514,0.957344575,5546,2356,0.424810674,128.2756204,37.06507661,0.288948722,1495,0,1
0.723105134,329.6639969,54.88610719,0.988597346,8001,2366,0.295713036,154.6111191,23.28183097,0.150583161,1711,0,1
0.622339028,319.8061325,54.90930014,0.971139328,5080,2368,0.466141732,143.6514815,34.2627322,0.238512905,1474,0,1
0.725106903,271.1787156,54.97882028,0.678314371,4234,2374,0.560699103,79.50509532,58.41810285,0.734771811,1721,0,1
0.832106555,288.8944443,54.97882028,0.982473298,3776,2374,0.628707627,133.2762105,24.84313554,0.186403376,1975,0,1
0.617082035,324.5340546,55.0135474,0.778994964,5460,2377,0.435347985,98.94507966,62.04155102,0.627030179,1467,0,1
0.77002584,322.3797257,55.09449224,0.98806845,3752,2384,0.635394456,152.5130138,23.48935054,0.154015385,1836,0,1
0.627229801,333.5634919,55.17531832,0.973720028,9156,2391,0.261140236,147.7277025,33.64473907,0.22774834,1500,0,1
0.826969384,292.1909089,55.32511062,0.981470959,8415,2404,0.285680333,134.5300251,25.77742608,0.191610951,1988,0,1
0.87586458,283.5929291,55.34811961,0.96598829,4472,2406,0.538014311,111.1968516,28.75392853,0.258585815,2107,0,1
0.835355286,276.2497834,55.39410892,0.978142586,6800,2410,0.354411765,126.2572233,26.25333106,0.20793528,2013,0,1
0.852827538,284.9777054,55.60059006,0.978878944,6996,2428,0.34705546,126.9899997,25.96192845,0.204440732,2071,0,1
0.677375069,327.3624817,56.04535625,0.984783726,9570,2467,0.257784744,152.3586241,26.47755045,0.173784389,1671,0,1
0.884037223,260.7939392,56.07942292,0.960435381,5000,2470,0.494,109.7342734,30.56131602,0.278502924,2184,0,1
0.733899297,288.9777054,56.49788968,0.964022444,5559,2507,0.450980392,124.112297,32.99163701,0.265820856,1840,0,1
0.614952358,323.6223664,56.61045782,0.932552159,5936,2517,0.424022911,126.1358489,45.53949097,0.361035276,1548,0,1
0.87253204,307.9066376,56.63294459,0.846101566,3901,2519,0.645731864,83.94482477,44.74441382,0.533021707,2198,0,1
0.807815503,312.5512986,56.66665803,0.985193613,4914,2522,0.513227513,145.6874617,24.9774537,0.171445459,2037,0,1
0.773995707,287.3797257,56.68912251,0.973924015,5085,2524,0.496361849,129.2915513,29.3329488,0.226874444,1954,0,1
0.667195348,331.3208512,56.68912251,0.909463254,5562,2524,0.453793599,111.530063,46.37244999,0.415784307,1684,0,1
0.666841141,360.374675,56.95800523,0.990496021,12700,2548,0.200629921,176.4418704,24.26805874,0.137541382,1699,0,1
0.691331353,353.6639969,57.09197172,0.986485499,5577,2560,0.459028151,164.2493311,26.91202086,0.163848587,1770,0,1
0.729883423,341.4213562,57.16997386,0.988412192,4140,2567,0.620048309,156.8362278,23.80675716,0.151793737,1874,0,1
0.683244681,318.492424,57.19224065,0.966353471,7811,2569,0.328895148,135.5987924,34.8784159,0.257217747,1755,0,1
0.846787479,316.7350647,57.20337079,0.987177586,7875,2570,0.326349206,149.7245942,23.89991645,0.159625856,2176,0,1
0.831932773,307.3380951,57.24786973,0.986691604,4550,2574,0.565714286,147.0817499,23.91590822,0.162602826,2141,0,1
0.737803138,330.2497834,57.38115947,0.985936728,5265,2586,0.491168091,153.319605,25.62262277,0.167119024,1908,0,1
0.848386045,289.119841,57.558399,0.979334777,8118,2602,0.320522296,132.4053058,26.77842686,0.202245874,2208,0,1
0.796822487,307.1787156,57.62472328,0.984276669,6888,2608,0.378629501,144.1940207,25.46951275,0.176633626,2078,0,1
0.799570947,325.0365799,57.6357699,0.986431995,4352,2609,0.599494485,152.1487599,24.97832194,0.164170395,2086,0,1
0.851188538,275.4213562,57.6909713,0.63030421,4422,2614,0.591135233,72.51540127,56.29720477,0.776348249,2225,0,1
0.770294118,304.5340546,57.74611994,0.982184641,8690,2619,0.301380898,142.5153976,26.78126806,0.187918418,2017,0,1
0.652000994,337.8477631,57.79020095,0.928317586,5724,2623,0.458245982,122.0817074,45.38853715,0.371788191,1710,0,1
0.553155798,355.5046174,57.95520614,0.959121008,8384,2638,0.314646947,152.7004541,43.21365998,0.282996277,1459,0,1
0.843450479,327.3208512,57.97717135,0.985300418,6300,2640,0.419047619,145.6272379,24.87758511,0.170830577,2227,0,1
0.746569588,311.6051224,58.26196552,0.980658429,9450,2666,0.282116402,146.8723548,28.7468802,0.195726965,1990,0,1
0.682446264,377.1320344,58.27289135,0.975178837,7995,2667,0.33358349,146.0750713,32.34375093,0.22141869,1820,0,1
0.793164933,296.492424,58.29473685,0.749475405,4875,2669,0.547487179,81.90153812,54.22145445,0.662032188,2117,0,1
0.772162865,301.3208512,58.34931484,0.977615889,6844,2674,0.390707189,136.7079565,28.7630335,0.210397655,2065,0,1
0.754371122,309.9482682,58.36022432,0.981091984,9040,2675,0.29590708,144.591471,27.98452727,0.193542033,2018,0,1
0.62931642,318.8183259,58.40384183,0.926647532,8034,2679,0.333457804,125.167829,47.05450622,0.375931312,1686,0,1
0.644071856,317.764502,58.51274336,0.944138543,7500,2689,0.358533333,130.206245,42.90931177,0.3295488,1732,0,1
0.758591549,315.1614716,58.55624727,0.981554624,9213,2693,0.292304353,145.2629839,27.77165357,0.191181902,2043,0,1
0.732011947,352.6345597,58.588854,0.985165321,5838,2696,0.461801987,155.9915052,26.7693832,0.171607955,1974,0,1
0.605523125,326.8772004,58.59971887,0.84225622,6900,2697,0.390869565,112.3241062,60.55138883,0.539077415,1633,0,1
0.605958781,338.374675,58.68656549,0.925069908,7280,2705,0.371565934,129.831728,49.30968429,0.379796873,1639,0,1
0.850235479,288.9360749,58.71909985,0.974597729,5814,2708,0.465772274,128.796712,28.84565234,0.223962646,2302,0,1
0.732485799,331.4751801,58.71909985,0.983538416,10914,2708,0.248121679,155.2650267,28.05625866,0.180699152,1984,0,1
0.85056391,320.9188309,58.79494335,0.984531704,9790,2715,0.2773238,145.6154928,25.51278358,0.175206519,2309,0,1
0.749724366,303.0782105,58.84905744,0.978636729,7198,2720,0.377882745,139.1157273,28.60178525,0.205597065,2039,0,1
0.877328195,312.3330445,58.97872868,0.984236941,9288,2732,0.29414298,143.8489722,25.44039049,0.176854865,2397,0,1
0.704446158,319.3624817,59.07579532,0.977597032,9408,2741,0.291347789,147.9237112,31.13576051,0.210485258,1931,0,1
0.688705234,317.6051224,59.17270273,0.954239871,5980,2750,0.459866221,131.8065068,39.41571452,0.299042251,1894,0,1
0.831125828,357.2619767,59.29093002,0.986739109,7656,2761,0.360632184,152.7940761,24.80066264,0.162314294,2295,0,1
0.797410072,333.747258,59.39820518,0.985664315,9240,2771,0.299891775,151.7451652,25.60218308,0.168718279,2210,0,1
0.846764347,328.4507935,59.43034997,0.986965035,4216,2774,0.657969639,151.8780477,24.44246759,0.160934829,2349,0,1
0.789024737,320.764502,59.44106103,0.98354173,5720,2775,0.48513986,147.6986316,26.68635318,0.180681113,2190,0,1
0.539694804,377.3624817,59.64420582,0.919528722,9309,2794,0.30013965,139.8140941,54.95012813,0.39302281,1508,0,1
0.870716511,325.8355698,59.65487849,0.987215393,7729,2795,0.361625049,153.6111475,24.48436759,0.159391867,2434,0,1
0.725856698,339.019336,59.66554925,0.98408256,9638,2796,0.290101681,157.2278706,27.9412613,0.177711885,2029,0,1
0.536618098,371.2619767,59.69755008,0.954825555,10406,2799,0.268979435,157.7090078,46.86589516,0.297166889,1502,0,1
0.761594793,330.1320344,59.79344982,0.981390109,10476,2808,0.268041237,150.4628599,28.8925733,0.192024619,2139,0,1
0.727249357,383.2031022,60.01661997,0.991311032,13020,2829,0.217281106,180.5242441,23.74593055,0.131538734,2057,0,1
0.814495255,325.6639969,60.04843371,0.983386702,7224,2832,0.392026578,147.6978282,26.81055077,0.181522986,2307,0,1
0.674899074,351.3208512,60.154358,0.982565093,7100,2842,0.40028169,164.0388931,30.49793122,0.185918904,1918,0,1
0.830751242,342.2325394,60.154358,0.988646663,11000,2842,0.258363636,160.3140561,24.0886346,0.15025903,2361,0,1
0.752913136,378.1076477,60.16494017,0.990273651,5372,2843,0.529225614,175.8802986,24.47081983,0.139133377,2141,0,1
0.752776309,330.8183259,60.20725026,0.984050778,10791,2847,0.26383097,155.4813075,27.65822677,0.177887794,2143,0,1
0.765541265,355.6883835,60.31289563,0.990041547,12705,2857,0.224872098,172.3580501,24.26378641,0.140775475,2187,0,1
0.779291553,390.7178208,60.34455318,0.9155633,6956,2860,0.411155837,109.9955199,44.23732683,0.402173896,2229,0,1
